HITId	tweet	sentiment	directness	annotator_sentiment	target	group	hate
958	@user @user canelo still bounces big mongoloid	abusive_offensive_hateful_disrespectful_normal	indirect	sadness_disgust	disability	special_needs	True
2478	@user u always try expose het im dyke bones	offensive	indirect	anger_fear_shock_indifference_disgust	sexual_orientation	other	True
1089	breaking news: dyke drought increases rapidly day goes suspicious entity read @url	hateful_disrespectful	indirect	anger_sadness	sexual_orientation	refugees	True
1600	liberals:nlet's preserve rain forest  nlet's save whales  ndon't disrespect shithole' countriesnna @url	normal	indirect	anger_indifference	origin	special_needs	False
3112	@user full offense im deadass heterosexual i've never heard faggot life	hateful	direct	indifference_disgust	sexual_orientation	individual	True
3725	@user stuffed twat last 5 minuets stone age.	offensive	indirect	shock_indifference	other	women	True
3434	retard basically say trumps fault! left anything divide country! @url	offensive	indirect	confusion_disgust	origin	special_needs	True
403	another false flag attack antifa leftist mobnnno one could expected man pictures @url	normal	indirect	anger_confusion_sadness_indifference_fear	other	other	False
934	evolved monkeys ....why decide stay monkeys......nare retarded mofos @url	offensive	indirect	anger_sadness	other	special_needs	True
4319	@user funny mention splodes came second mongoloid shot twice rocket launcher	offensive	indirect	sadness_disgust	disability	special_needs	True
1556	today asylum six iranian refugees. they're free live lives peace right	offensive	indirect	anger_confusion_shock_indifference_disgust	origin	refugees	True
58	@user put mic retard	offensive	indirect	anger_sadness	disability	special_needs	True
4399	wanna see ozmate performance today ;; feel awful stuck poor shithole countrynni wanna @url	fearful_abusive_offensive_normal	indirect	confusion_fear_indifference_sadness	other	other	True
1190	call u faggot	offensive	indirect	anger_shock	sexual_orientation	gay	True
2686	sounds like shithole country. @url	hateful_normal	indirect	anger_indifference	origin	other	True
443	@user good anhur man bad luck zhong kui mid retard	offensive	indirect	anger_indifference	disability	special_needs	True
4509	daddy pain tits big cunt eating cum lezbo public wank wife bbc young masturbation canada nn@url	offensive	indirect	shock_indifference	sexual_orientation	other	True
2971	@user retarded boy ok	offensive	indirect	sadness_disgust	disability	special_needs	True
2646	criss cross arm dance little white boys love new way calling someone faggot	normal	indirect	anger_indifference	sexual_orientation	other	False
1131	@user suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming gate going @url	abusive_offensive_disrespectful_hateful_normal	direct	sadness_shock	origin	individual	True
975	@user fuck edrepresed cjkt biggs faggot	offensive	direct	shock_disgust	origin	muslims	True
979	@user @user wow real. drivers issue. uber gets retarded time goes	abusive_offensive_hateful_disrespectful_normal	indirect	confusion_fear_shock_sadness_disgust	disability	special_needs	True
1044	muncy replaced pinch runner mongoloid sloberts?	offensive	indirect	anger_indifference	disability	special_needs	True
5446	accent funny fucking retard	normal	indirect	anger_confusion	disability	special_needs	False
4756	@user good job tho honestly. retarded friends terrible play with.	fearful_abusive_offensive_hateful_disrespectful	direct	anger_disgust	origin	special_needs	True
416	learn speak ching chong  um @url	offensive	indirect	confusion_shock_disgust_anger_fear_indifference	origin	individual	True
5560	@user fucking retard gave best ammunition possible	offensive	indirect	anger_disgust	disability	special_needs	True
1885	patiently waiting day mayo head balls call spick wetback.	offensive	indirect	fear_disgust	origin	other	True
315	videos grandpas fat gay fucking gay grandpas negro gay masturbation peperonity gay fetish pics	hateful	direct	anger_confusion	origin	special_needs	True
4828	@user nigga look like dyke me.	offensive	indirect	sadness_indifference	origin	individual	True
5368	@user @user feminazi sluts ought prosecuted court...they big disservice women.	offensive	indirect	anger_shock	gender	women	True
4335	got gook fresh boat ching chong haircut today half body wants rebuke othe @url	offensive_disrespectful	indirect	anger_fear_shock_indifference_disgust	origin	left_wing_people	True
3920	tv acting retarded 	offensive_disrespectful	indirect	anger_disgust	disability	special_needs	True
3226	@user lol u mean ching chong guy? rich dude china suddenly comes campus ?	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_fear_indifference_sadness_disgust	origin	asians	True
1623	@user i'm trying politically correct possible here. mam fucking retarded	hateful	direct	confusion_indifference	disability	special_needs	True
386	criticism soros actually attack jews? nreferring globalist akin saying dirty jew @url	offensive	indirect	fear_sadness	origin	other	True
2081	imad wasim audacity cr7 celebration. irredeemable twat.	offensive	indirect	confusion_sadness_shock_indifference_disgust	origin	women	True
3629	@user @user timing complete cunt. end of. ever moan done you.	offensive_hateful	indirect	anger_disgust	other	other	True
162	whole okay white thing created expose hate white people inclu @url	offensive	indirect	confusion_sadness_shock_indifference_disgust	origin	other	True
1028	touice ching chang ching chong @url	abusive_offensive	indirect	anger_sadness_shock_indifference_disgust	origin	individual	True
4917	@user @user @user breh chillll ever south before? dont use slang negro? io @url	normal	indirect	anger_sadness	origin	african_descent	False
5475	ching chong bing bong let fuck little chink	offensive	indirect	anger_fear	origin	individual	True
2965	got called faggot watching naruto. fully questioning existence	offensive	indirect	anger_confusion_sadness_indifference_disgust	sexual_orientation	individual	True
5274	@user ramachandra ghua rajdeep hindus name secularism leftist media propaganda th @url	offensive	indirect	confusion_sadness_shock_indifference_disgust	religion	left_wing_people	True
4145	come shithole country. brought slums work nothing. deported. @url	offensive_hateful	indirect	anger_shock	origin	other	True
3766	@user ok cant lie im sitting laugjign like retard	offensive	indirect	anger_indifference	disability	special_needs	True
1091	foh mongoloid bitch @user	fearful_abusive_offensive_hateful_normal	indirect	sadness_disgust	other	other	True
2262	@user faggot adhd sound like gay. 1v1 playground.	normal	indirect	anger_disgust	sexual_orientation	other	False
4148	@user brother faggot ass coward	fearful_hateful	indirect	anger_shock	sexual_orientation	individual	True
2098	cant believe people retarded.	offensive_normal	indirect	sadness_disgust	disability	special_needs	True
363	@user @user look like dyke bruh 	normal	indirect	anger_fear_indifference_sadness_disgust	sexual_orientation	women	False
4348	@user @user negro ... @user	offensive_hateful	indirect	sadness_shock	origin	other	True
2821	negro aint bars idk @url	fearful_offensive_hateful_disrespectful_normal	indirect	anger_sadness_shock_indifference_disgust	origin	african_descent	True
2440	@user @user group makes absolutely sense me. origins shithole co @url	hateful_normal	indirect	indifference_disgust	other	other	True
1280	@user @user @user @user people shithole countries com @url	offensive	indirect	shock_disgust	origin	refugees	True
732	@user still follow twat. see many times retweets 	offensive	indirect	shock_indifference	disability	women	True
2258	stop copying art twat	normal	indirect	shock_disgust	origin	other	False
1180	@user ninjashyper aka toxic man says dont like seeing ching chong bing bong chat	hateful	indirect	anger_confusion_sadness_shock_indifference	origin	other	True
3438	god i'll become dyke @url	normal	indirect	anger_confusion	sexual_orientation	special_needs	False
1897	@user @user @user detect retard @url	offensive	direct	shock_disgust	disability	special_needs	True
4338	really? hate jewish people mexicans haitians etc shithole countries  muslims @url	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_shock	origin	refugees	True
4163	@user never made rp griefing fuckin mongoloid lmao. made @url	offensive	indirect	indifference_disgust	origin	special_needs	True
983	@user support sanctuary cities criminal illegal aliens credibility governor ameri @url	abusive_hateful	indirect	anger_shock	origin	refugees	True
4381	@user stfu stupid faggot ass bitch	offensive	direct	anger_fear	origin	individual	True
2418	french artist saype creates stunning 'message hope' refugees @url via @user	offensive	indirect	anger_fear_indifference_sadness_disgust	origin	other	True
2387	@user @user thank u spic	hateful	indirect	confusion_indifference	origin	hispanics	True
3616	like mingyu's dyke girlfriend	offensive	indirect	sadness_shock	sexual_orientation	women	True
5221	...anti-semitism betokens retarded culturen- frederick engels 1890	offensive_hateful	indirect	anger_sadness	disability	special_needs	True
3867	think #illegitimareregime gives damn people #shithole countries? give damn ab @url	normal	indirect	anger_sadness_shock_indifference_disgust	origin	individual	False
1236	@user &gt;tfw spic @url	offensive	indirect	shock_indifference	origin	individual	True
1319	@user icicle twat	normal	indirect	anger_disgust	other	other	False
5241	white trash spice	offensive	indirect	anger_indifference	origin	other	True
4324	might new #demographics #democrats #immigrants adverse gut @url	normal	indirect	fear_shock	origin	left_wing_people	False
411	@user encourage us! we've got 'it's okay white' bill going	offensive	indirect	confusion_sadness	origin	other	True
3851	nigger fitzpatrick drunk....	offensive	indirect	anger_sadness_shock_indifference_disgust	origin	african_descent	True
2498	children outside car saying fuck calling kid school faggot. right front mother i' @url	fearful_abusive_offensive_disrespectful_normal	indirect	confusion_sadness_shock_indifference_disgust	sexual_orientation	other	True
1321	many many immigrants want #kag.	fearful_disrespectful	indirect	anger_fear_shock_indifference_disgust	origin	muslims	True
661	@user faggot..	normal	indirect	anger_sadness_shock_indifference_disgust	sexual_orientation	other	False
1709	he's refugee middle eastnor shithole countrynhe cross us border caravannhe's n @url	offensive	indirect	sadness_fear	origin	special_needs	True
1779	@user @user oh look another jumped feminazi looking sexism there.	offensive_disrespectful	indirect	anger_disgust	gender	women	True
5491	@user really really is. pauline hanson okay white thing like tip garbage genocide iceberg.	fearful_offensive_disrespectful_hateful_normal	indirect	anger_fear_shock_indifference_sadness	other	special_needs	True
2404	@user spic	normal	indirect	anger_indifference	origin	hispanics	False
784	look retarded fuckstick @url	abusive_normal	indirect	anger_confusion_sadness_shock_indifference	other	other	True
361	@user @user @user eating meat - beside point.nthis cunt hunting trophy pos @url	offensive	indirect	fear_shock_indifference_sadness_disgust	other	other	True
4442	ready get home looking spic-'n-span? @url	normal	indirect	shock_disgust	other	other	False
2459	@user @user yes i'm aware i'm seeing lot controversy understand	normal	indirect	anger_disgust	origin	other	False
3652	border patrol agents discover nearly 200 illegal immigrants remote arizona desert @url	normal	indirect	anger_sadness	origin	immigrants	False
3613	really walking around tailgate today high pterodactyl twat.	fearful_abusive_offensive_disrespectful_normal	indirect	sadness_shock	gender	women	True
1742	wow side girl guy dyke gf &amp;amp; enjoy twitter unforgettable bops ever. happy	fearful_normal	indirect	anger_confusion_sadness_indifference_disgust	other	special_needs	True
4263	make sure place least spic span inviting leo over.	normal	indirect	anger_confusion_sadness_shock_disgust	other	other	False
5606	@user spic @url	fearful_offensive_hateful_disrespectful_normal	indirect	indifference_disgust	origin	left_wing_people	True
3796	nba kind first week mongy bookies mongy things - hope improve	normal	indirect	confusion_sadness_shock_indifference_disgust	origin	special_needs	False
1508	@user @user retard special ed class floyd @url	abusive_hateful	indirect	confusion_disgust	disability	special_needs	True
3610	sound radio show paso robles today. discuss illegal aliens voting community safety mor @url	fearful_normal	indirect	fear_indifference	other	other	True
5248	@user @user @user game retard	offensive	indirect	sadness_indifference	disability	special_needs	True
5523	cunt.. idiot @url	offensive	indirect	sadness_disgust	gender	women	True
5409	@user remember days called wetback spick spoke spanish... good ole days lol	offensive	indirect	shock_indifference	origin	indian/hindu	True
3444	tell somebody bout mongoloid?	offensive	indirect	anger_confusion	origin	other	True
1669	anyone thinks country fascist shithole watch live version cops air weekends	offensive	indirect	anger_sadness_shock_indifference_disgust	origin	other	True
4097	girls still retarded shit leg take pic?	offensive	indirect	fear_shock_indifference_sadness_disgust	origin	special_needs	True
5617	reason people want use ethnic slurs. reason people want say faggot bad. people want offens @url	hateful	indirect	sadness_disgust	origin	gay	True
5102	@user @user stfu come party retard	abusive_offensive	direct	confusion_indifference	disability	special_needs	True
3216	@user shut mongoloid	offensive	indirect	anger_disgust	origin	special_needs	True
657	@user true report today said 22 million illegal aliens us @url	fearful_normal	indirect	anger_disgust	origin	other	True
3757	@user @user @user apparently trump talking america made shithole countries comment 	hateful_normal	indirect	anger_sadness	origin	other	True
161	enough enough! @user cancel scheduled testimony lying feminazi ford needs @url	fearful_hateful	indirect	anger_confusion_sadness_fear_disgust	disability	special_needs	True
3382	cuban immigrant shithole country? cesar sayoc	disrespectful	indirect	anger_disgust	origin	individual	True
2150	@user amaze ching chong we'll finish e-bingo faster	hateful	indirect	anger_confusion_fear_shock_indifference	origin	individual	True
5163	@user since obama took office illegal aliens innocent proven guilty. let go welfare benefits.	offensive	indirect	anger_disgust	other	immigrants	True
2593	hey @user know what's difference fucking faggot? faggot gay you' @url	normal	indirect	confusion_sadness_shock_indifference_disgust	sexual_orientation	other	False
5181	fault shut ching chong bitch	offensive	indirect	sadness_indifference	origin	individual	True
5279	@user fck cunt	offensive	indirect	anger_disgust	gender	women	True
2359	@user @user guess shithole country matter perspective.	offensive	indirect	anger_fear_shock_indifference_disgust	origin	other	True
5082	anyone else make wah ching ching chung choo ching chong noises try copy kung fu moves?	fearful_offensive	indirect	confusion_disgust	origin	muslims	True
4525	im brams nigger	offensive	indirect	anger_fear_shock_indifference_sadness	origin	african_descent	True
4354	@user	offensive_normal	indirect	sadness_indifference	other	other	True
4360	know retarded ask people online worth live world?	offensive	indirect	sadness_shock	origin	special_needs	True
2797	@user cheating cunt	abusive_hateful	indirect	shock_indifference	origin	women	True
3462	@user @user fuck stupid political cunt	offensive	indirect	anger_confusion_sadness_fear_disgust	other	other	True
2641	#portland grants $500k immigrants' #attorneyfees @url	abusive_normal	indirect	fear_shock	origin	immigrants	True
5108	@user luke retarded needs better job rotations stop calling dumb timeouts	offensive	indirect	confusion_disgust	other	special_needs	True
2606	@user line thinking dylan said crazy nigger hurricane thin @url	offensive	indirect	shock_disgust	origin	left_wing_people	True
2862	key point: christine blasey ford feminazi lawyers carried charade profoundly disresp @url	offensive	indirect	anger_fear_shock_indifference_sadness	other	women	True
3099	@user drill cunt	offensive	indirect	confusion_sadness_shock_indifference_disgust	gender	women	True
5228	negro betta keep shirt whole episode #htgawm	normal	indirect	indifference_disgust	origin	indian/hindu	False
1566	@user @user @user anal retarded mongoloid fuck animal danger @url	offensive	direct	confusion_indifference	disability	special_needs	True
627	@user @user @user hold previous 10 years retarded redneck hold ton @url	offensive	indirect	anger_sadness_indifference_disgust	disability	special_needs	True
3800	@user @user @user @user @user zip raghead	normal	indirect	sadness_indifference	origin	other	False
3899	@user api bertdey kyle mongoloid enjoy day gbu tc	hateful_normal	indirect	confusion_indifference	disability	special_needs	True
3630	@user probably cause twat.	abusive_disrespectful	indirect	anger_fear_shock_sadness_disgust	gender	women	True
1459	nigga ga really tell thought dyke twitter profile...	hateful	indirect	anger_fear_indifference_sadness_disgust	origin	gay	True
377	@user @user dont find credible feminazi women lie vicious nasty revengeful @url	normal	indirect	anger_confusion_sadness_indifference_disgust	gender	women	False
2391	@user @user @user hector spic	offensive	direct	fear_shock	origin	individual	True
2549	@user dont speak ching chong (1)	offensive	indirect	anger_disgust	origin	individual	True
1507	okay white chocolate chip	hateful_normal	indirect	anger_shock	origin	other	True
98	man leave one week first twat nut	abusive_offensive_hateful_disrespectful_normal	indirect	confusion_indifference	other	women	True
1967	@user @user @user day mongy mels . told derby way yet  3 cups that's	offensive	indirect	sadness_disgust	origin	left_wing_people	True
969	retarded looking disturbed lunatic.nthrow ocean brick tied ankle. nnfood fis @url	hateful	indirect	shock_disgust	other	special_needs	True
3283	follow pumpkin spic latte walk around block!	offensive	indirect	confusion_fear_shock_sadness_disgust	other	other	True
154	cunt would walking away @url	offensive	indirect	anger_fear_indifference_sadness_disgust	gender	individual	True
3809	bjp govt brought nrc identified 40 lakh illegal immigrants: amit shah @url	normal	indirect	anger_fear_shock_indifference_disgust	origin	immigrants	False
1386	person thought female options pnd sounded retarded ? 	offensive_disrespectful	indirect	anger_sadness	disability	special_needs	True
1058	@user confederacy would likely shithole country.	offensive	indirect	anger_indifference	origin	other	True
4353	@user fuck piece shit stole insta username go ching chong bong somewhere else!	abusive_normal	indirect	sadness_shock	origin	women	True
2707	@user @user true! mean never called spick wetback white suprematists th @url	offensive	indirect	anger_fear	origin	indian/hindu	True
3605	@user chinese area weak. would personally go ching chong crazy access orange chicken regularly.	offensive_hateful	indirect	indifference_disgust	origin	asians	True
4865	fact wire wood young elf refugees.	normal	indirect	shock_disgust	origin	refugees	False
2056	hits like arrow moved air another belter keown even though arrow goes straight big mongy ugly cunt.	normal	indirect	sadness_disgust	disability	women	False
2833	cunt ticks worst boxes. bow hunter- baits animals fingers raised number 1 killing @url	abusive_offensive	direct	shock_disgust	gender	women	True
1227	@user finally learning you? i've rangers games got dinners. 'mongy' kid @url	abusive_disrespectful	indirect	sadness_shock	origin	individual	True
186	ring chong ching ching chong chong ching	offensive	indirect	anger_confusion_shock_indifference_disgust	origin	asians	True
3181	@user @user arab immigrants live gaza. palestine jewish state dimwit!	offensive	indirect	sadness_disgust	origin	other	True
462	easily turn straight boy cock thirsty cum addicted faggot. nnblack cock is.nnn#findom @url	fearful_abusive_offensive_disrespectful_normal	indirect	indifference_disgust	sexual_orientation	gay	True
36	@user fallait pad arriver en retard	abusive_offensive_hateful_disrespectful_normal	indirect	indifference_disgust	disability	special_needs	True
2679	banter = cunt. @url	normal	indirect	fear_indifference	gender	women	False
3983	@user bitch though. went full retard. @url	offensive	direct	anger_sadness_shock_indifference_disgust	gender	special_needs	True
1680	@user @user @user generally use term retard using words @url	offensive_hateful	indirect	confusion_indifference	disability	special_needs	True
1	call sis im boy girl still faggot shut	offensive	indirect	confusion_disgust	origin	gay	True
4755	left incisor can't faggot #kek	offensive	indirect	anger_disgust	sexual_orientation	gay	True
5469	@user told u retarded	offensive	direct	fear_disgust	other	individual	True
5021	honestly trotsky mongoloid. part book storming winter palace described weather @url	offensive_disrespectful	indirect	confusion_indifference	origin	individual	True
105	@user everything enraging. smug little twat.	fearful_abusive_offensive_disrespectful_normal	indirect	anger_disgust	gender	women	True
4848	@user @user white privilege dufas everyone saying okay white keep sherlock	offensive	indirect	confusion_indifference	origin	other	True
1565	@user @user @user 1) merkel leftist center right christian. 2) fee @url	normal	indirect	confusion_indifference	other	other	False
3031	@user gonna home rest day?	normal	indirect	anger_sadness_shock_indifference_disgust	other	other	False
4902	someone tell people get making lies people ? fuckin mongy ask	offensive	indirect	anger_confusion_sadness_shock_disgust	origin	other	True
3582	@user tweety bird live nest mongoloid watch show	offensive	indirect	shock_disgust	disability	other	True
5508	hate niggas really think i'm entertain conversation dyke fucks .. move yo goofy ass around nigga.	hateful	indirect	anger_sadness	gender	gay	True
2731	wealthy would-be immigrants told lie assets intentions  even identity | cbc news @url	normal	indirect	anger_fear_shock_sadness_disgust	origin	refugees	False
4392	forest could win league record points recorded goodman still say shit. blokes twat!	normal	indirect	confusion_sadness	gender	women	False
739	@user shooting totally leftist setup attack second amendment rights. find perps @url	offensive	indirect	sadness_disgust	other	other	True
360	remember always go full retard maybe back. @url	hateful	indirect	anger_indifference	disability	special_needs	True
4066	faves would spit faggot _ actually bts they've openly supported lgbtq+ many times p @url	offensive_disrespectful	indirect	confusion_disgust	sexual_orientation	other	True
5424	@user cant listen nigger music	offensive	direct	anger_confusion_shock_indifference_disgust	origin	women	True
3203	@user ching chong wing wong	offensive	direct	indifference_disgust	origin	individual	True
678	@user excuse me? fuck illegal aliens think are? #sendthemback	offensive	indirect	indifference_disgust	origin	other	True
3433	really worry whole life say spic cracka nigga fag accident dont &amp; thats pc reme @url	fearful_normal	indirect	sadness_indifference	other	individual	True
4049	@user grandmother said - make sure room spic spannshe also said - throw monkey @url	fearful_offensive_hateful_disrespectful_normal	indirect	anger_confusion_sadness_indifference_disgust	origin	special_needs	True
3199	@user one gives crap raghead!!	offensive	indirect	anger_confusion_shock_indifference_disgust	origin	muslims	True
556	@user shit piss fuck cunt cocksucker motherfucker tits fart turd twat delete bc obscene af	offensive	indirect	anger_indifference	other	women	True
2650	know majority white? saying. sheesh. get grip. okay white. okay gay j @url	fearful_abusive_offensive_hateful_normal	indirect	fear_disgust	origin	individual	True
1909	@user oh no! leftist feminazi threatens vote republican! spitballing i'm pre @url	normal	indirect	indifference_disgust	gender	special_needs	False
3316	@user hes literal twat hey? tried justify twitter toonthis guy went twitchcon @url	hateful	indirect	anger_disgust	gender	women	True
4109	@user @user @user type behavior common elections 3rd-world shithole countries.	offensive	indirect	shock_indifference	origin	other	True
2417	director looks retard @url	offensive	indirect	sadness_disgust	origin	special_needs	True
1367	retard triggered fire alarm 2 morning....	offensive	indirect	fear_shock_indifference_sadness_disgust	disability	special_needs	True
2200	@user @user @user @user i'm spic voted trump! #latinoswithtrump #walkaway democrat plantation	offensive	indirect	sadness_disgust	origin	other	True
5079	crush everyone say ignorant bs. second cute boy goes ching chong trump @url	offensive	indirect	anger_indifference	origin	muslims	True
3695	@user blaming victims saying armed--imagine shithole country @url	normal	indirect	anger_fear	other	other	False
5354	@user really sudden unexpected give chance ching chong	offensive	indirect	anger_shock	origin	hispanics	True
242	course safety net necesary that's basic principle civikized country.nno shithole country safet @url	fearful_normal	indirect	sadness_shock	origin	individual	True
2624	helmet makes look like retarded black chihuahua!n -i_am_wildcatnn#erikkubot	offensive	indirect	confusion_disgust	disability	individual	True
107	trump hate jews lmfao ya niggas full retard. know work @user @user right? @url	offensive	indirect	sadness_indifference	disability	special_needs	True
4466	@user i'd ain't spic i'm pope	offensive	indirect	indifference_disgust	origin	individual	True
692	amazing clean call today dancers  spic spoc ready weekend shows! @user 	normal	indirect	sadness_shock_indifference_disgust	origin	hispanics	False
2153	@user im retard	offensive	indirect	confusion_indifference	other	other	True
5038	@user clearly twat	disrespectful	indirect	confusion_shock	gender	women	True
2210	im tryna figure rondo retarded	offensive_normal	indirect	anger_disgust	disability	special_needs	True
2407	someone follow keeps retweeting fuck u retard sucks @url	offensive	indirect	sadness_shock	disability	special_needs	True
2470	bye bye streaming career. cunt @url	fearful	indirect	anger_fear_shock_indifference_disgust	gender	left_wing_people	True
4259	@user @user oh bad. ching chong ping ling	offensive	direct	anger_disgust	origin	asians	True
1488	call spic shit least u calling	abusive_disrespectful	indirect	anger_sadness	origin	hispanics	True
2869	need friends someone epic join stupid cunt what's ur fucking problem shit cunt @user	hateful	indirect	confusion_sadness_shock_indifference_disgust	gender	women	True
1275	@user @user stfu faggot	offensive_hateful	indirect	shock_disgust	sexual_orientation	special_needs	True
1546	buh? faggot boomer music racial boundaries?? epic....	fearful_abusive_disrespectful_hateful_normal	indirect	anger_disgust	origin	gay	True
2867	wish faggot would say anyone fam. gonna putting money books next yea @url	normal	indirect	fear_indifference	origin	gay	False
1604	im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go	fearful_abusive_hateful_disrespectful_normal	indirect	anger_confusion	gender	refugees	True
1711	4nwhen poor little kiddos get sicknwe want hospitals span-and-spic.nthis bond gives new chitsnfor tec @url	normal	indirect	indifference_disgust	origin	hispanics	False
3500	@user @user term 45 used awhile ago certain country's (shithole places) thats wha @url	offensive	indirect	confusion_disgust	origin	other	True
4042	i've saying vice garbage well take l faggot.	offensive	indirect	anger_disgust	sexual_orientation	gay	True
690	@user mass murderer cross caravan come shithole countr @url	fearful_abusive_offensive_disrespectful_normal	indirect	shock_indifference	origin	individual	True
4389	imagine someone says 'ching chong' suddenly feeling tranquil @url	normal	indirect	confusion_sadness	other	muslims	False
222	@user @user fast forward section unfunny twat	offensive_hateful	direct	sadness_indifference	other	other	True
1093	@user @user @user chris spic. glad he's gone.	offensive	direct	anger_sadness	origin	hispanics	True
1763	republican controlled congress voted every gun control bill put forward insufferable cunt. @url	fearful_abusive_offensive_hateful_disrespectful	indirect	indifference_disgust	origin	special_needs	True
5416	something completely retarded	offensive_disrespectful	indirect	anger_sadness	disability	special_needs	True
4916	@user dont tell smart manager becoming mongoloid start banning people subs one @url	fearful	direct	anger_sadness	disability	special_needs	True
5607	retweet think god cunt @url	offensive	indirect	indifference_disgust	religion	special_needs	True
5309	@user im mongol heart	offensive	indirect	confusion_indifference	disability	special_needs	True
1618	queen latifah  missy elliot  king diana typa stem dyke energy	offensive	indirect	sadness_shock	sexual_orientation	gay	True
437	ching ching chong chong dookie dookie	fearful_offensive_disrespectful_hateful_normal	indirect	anger_confusion_fear_shock_disgust	origin	other	True
512	@url debating different economic systems models go full retard claiming hy @url	offensive	indirect	anger_confusion_shock_indifference_disgust	disability	special_needs	True
92	opposed using word retard retarded would think ok use word libtard?!	offensive	indirect	anger_confusion_fear_shock_indifference	disability	other	True
1154	@user thats get eating pickles nigger	normal	indirect	sadness_shock	origin	other	False
4854	faggot #9news #cnn @url	offensive	indirect	confusion_indifference	sexual_orientation	special_needs	True
4004	@user like anyone calling son retard.	normal	indirect	anger_confusion_shock_indifference_disgust	disability	special_needs	False
2372	@user yass dyke.	fearful_abusive_offensive_hateful_disrespectful	indirect	anger_confusion_sadness_fear_disgust	gender	gay	True
1115	@user @user ok ching chong	offensive_hateful	indirect	indifference_disgust	origin	hispanics	True
3940	@user @user @user would saying retarded stuff like shooting occurred mosque? doubtful. w @url	offensive	indirect	sadness_disgust	disability	special_needs	True
2868	@user need high pitch ching chong song**	offensive	direct	anger_disgust	origin	christian	True
2957	women like nn*retard noises*	fearful_offensive	indirect	confusion_fear_indifference_sadness_disgust	disability	women	True
4505	i'm tucking retard @url	fearful_offensive	indirect	anger_fear_sadness_disgust	disability	special_needs	True
4415	@user @user what's mongy man @url	offensive_disrespectful	indirect	confusion_fear_shock_indifference_sadness	origin	special_needs	True
2599	@user idgaf potato nigger says	offensive	indirect	sadness_disgust	origin	african_descent	True
430	@user talk retard	abusive_offensive	indirect	anger_confusion_sadness_shock_indifference	disability	special_needs	True
5643	@user @user retard :) x	hateful	direct	anger_shock_indifference_disgust	other	individual	True
711	@user fat balding retard supposed foster care lmaooo	offensive	direct	anger_confusion_sadness_fear_disgust	disability	special_needs	True
597	@user @user probably weeb faggot	offensive	direct	anger_sadness_shock_indifference_disgust	sexual_orientation	individual	True
3302	retarded honor @url	hateful	indirect	anger_fear_indifference_sadness_disgust	other	other	True
4455	supported kamara champ thinking potential cunt fuck especially this. @url	offensive	indirect	anger_sadness	gender	women	True
5186	@user fuck joe.....thats retarded notion	abusive_offensive	indirect	fear_disgust	disability	special_needs	True
3311	@user @user kavanaugh family 24/7 secret service protection! dr. ford security +had f @url	normal	indirect	confusion_disgust	other	other	False
2591	@user @user @user @user remember time ellen degenerate paid spic security guard @url	offensive	indirect	anger_disgust	origin	other	True
4076	@user dont impossible keep nightmare also looked like feminazi @url	fearful_offensive_hateful_disrespectful_normal	indirect	anger_confusion_sadness_indifference_fear	gender	women	True
2568	word reviews refugees. @url	normal	indirect	anger_confusion_sadness_indifference_disgust	origin	refugees	False
850	panic attack imagining buying red dead redemption release day soon retarded tu @url	normal	indirect	anger_sadness	disability	special_needs	False
348	old lesbians called baby dyke am: offended. i'm 24	offensive	indirect	anger_sadness_shock_indifference_disgust	sexual_orientation	other	True
4220	niggaz wanna strip bone fa shit chu / hate nigga like that...faggot get cha #luckyme	normal	indirect	sadness_shock	sexual_orientation	gay	False
4597	@user say banishment. send trump people like trump places like shithole countries africa @url	offensive_hateful	indirect	shock_disgust	origin	individual	True
785	@user i'd assume entire mongol horde back up. probably nothing.	normal	direct	confusion_fear_shock_indifference_disgust	disability	special_needs	False
1961	little cunt posted spoilers haunting hill house stick posting baby photos go	offensive	indirect	confusion_shock	origin	other	True
4862	@user i'm faggot	offensive	direct	fear_disgust	sexual_orientation	gay	True
3981	cunt came nowhere	normal	indirect	sadness_shock_indifference_disgust	gender	women	False
2985	guy's fucking retard lmfao @url	hateful	direct	indifference_disgust	origin	special_needs	True
2557	@user @user haha ching chong butt hurt needs baby powder. mom n @url	offensive_hateful	direct	anger_confusion_sadness_indifference_disgust	origin	asians	True
5388	let ur tweets harmless affect btw im faggot one n????	offensive	indirect	indifference_disgust	gender	women	True
2751	@user absolute twat	offensive	indirect	anger_sadness	gender	women	True
5212	@user best part someone called mongoloid!	offensive	indirect	sadness_indifference	origin	other	True
1411	@user @user @user specific socks sandals probably worth whole wardrobe mongol	offensive	direct	anger_disgust	origin	individual	True
5293	rondo retard lmao i'll kill	fearful_offensive_hateful_disrespectful_normal	indirect	indifference_disgust	disability	special_needs	True
5488	governor brown vetoed senator ricardo lara's bill sb 174 would allowed illegal aliens serve b	abusive_normal	indirect	sadness_shock	origin	other	True
1642	note #hollywood : fuck trump/drumpf makes look retarded. making career decisions based p @url	normal	indirect	sadness_indifference	other	special_needs	False
